,bar,bardot,box,dot,hist,paper_id,pie,violin,year
0,0,0,0,0,0,10.1001/jama.2016.3608,0,0,2016
1,0,0,0,0,0,10.1001/jama.2016.5258,0,0,2016
2,0,0,0,0,0,10.1001/jamapsychiatry.2015.2653,0,0,2016
3,0,0,0,0,0,10.1002/14651858.CD009116.pub2,0,0,2016
4,0,0,0,0,0,10.1002/14651858.CD009687.pub2,0,0,2016
5,0,0,0,0,0,10.1002/14651858.CD012338,0,0,2016
6,0,0,0,0,0,10.1002/14651858.CD012451,0,0,2016
7,0,0,0,0,0,10.1002/2211-5463.12000,0,0,2016
8,3,0,0,0,0,10.1002/2211-5463.12129,0,0,2016
9,2,0,0,0,0,10.1002/acn3.277,0,0,2016
10,0,0,0,1,0,10.1002/acn3.331,0,0,2016
11,0,0,0,0,0,10.1002/acr.22894,0,0,2016
12,0,0,0,0,0,10.1002/adhm.201500757,0,0,2016
13,3,0,0,1,0,10.1002/adhm.201601185,0,0,2016
14,4,0,0,0,0,10.1002/advs.201600347,0,0,2016
15,0,0,0,0,0,10.1002/ajim.22595,0,0,2016
16,0,0,0,0,0,10.1002/ajim.22663,0,0,2016
17,1,0,0,0,0,10.1002/ajmg.a.37547,0,0,2016
18,0,0,0,0,0,10.1002/ajmg.a.37560,0,0,2016
19,0,0,0,0,0,10.1002/ajmg.a.37562,0,0,2016
20,1,0,0,0,0,10.1002/ajmg.a.37798,0,0,2016
21,0,0,0,0,0,10.1002/ajmg.a.37800,0,0,2016
22,0,0,0,0,0,10.1002/ajmg.a.37816,0,0,2016
23,0,0,0,0,0,10.1002/ajmg.a.37997,0,0,2016
24,0,0,0,0,0,10.1002/anie.201508976,0,0,2016
25,0,0,0,0,0,10.1002/anie.201601123,0,0,2016
26,1,0,0,0,0,10.1002/anie.201610395,0,0,2016
27,0,0,0,0,0,10.1002/bies.201500087,0,0,2016
28,5,0,0,0,0,10.1002/brb3.435,0,0,2016
29,0,0,0,0,0,10.1002/brb3.445,0,0,2016
30,0,0,1,0,0,10.1002/brb3.538,0,0,2016
31,0,0,0,0,0,10.1002/brb3.614,0,0,2016
32,2,0,0,0,0,10.1002/cam4.739,0,0,2016
33,1,0,0,0,0,10.1002/cbin.10574,0,0,2016
34,0,0,0,0,0,10.1002/clc.22505,0,0,2016
35,0,0,0,0,0,10.1002/clc.22516,0,0,2016
36,0,0,0,0,0,10.1002/cmdc.201600250,0,0,2016
37,0,0,0,0,0,10.1002/cncr.29925,0,0,2016
38,0,0,0,0,0,10.1002/cncr.29933,0,0,2016
39,0,0,0,0,0,10.1002/cphc.201600534,0,0,2016
40,0,0,0,0,0,10.1002/cpt.425,0,0,2016
41,0,0,0,0,0,10.1002/cpt.523,0,0,2016
42,0,0,2,0,0,10.1002/cpt.559,0,0,2016
43,0,0,0,0,0,10.1002/cyto.a.22855,0,0,2016
44,0,0,0,0,0,10.1002/cyto.a.22906,0,0,2016
45,0,0,0,4,0,10.1002/cyto.b.21496,0,0,2016
46,0,0,0,0,0,10.1002/dmrr.2786,0,0,2016
47,0,0,0,0,0,10.1002/dta.1972,0,0,2016
48,0,0,0,0,0,10.1002/ebm2.20,0,0,2016
49,0,0,0,0,0,10.1002/ehf2.12109,0,0,2016
50,0,0,0,0,0,10.1002/ejhf.473,0,0,2016
51,0,0,0,0,0,10.1002/ejhf.516,0,0,2016
52,0,0,3,0,0,10.1002/ejhf.524,0,0,2016
53,0,0,0,0,0,10.1002/ejhf.586,0,0,2016
54,0,0,0,5,0,10.1002/eji.201545918,0,0,2016
55,0,2,0,0,0,10.1002/eji.201545989,0,0,2016
56,5,0,0,0,0,10.1002/eji.201546104,0,0,2016
57,0,0,0,0,0,10.1002/eji.201546194,0,0,2016
58,0,0,3,0,0,10.1002/eji.201646387,0,0,2016
59,0,0,0,0,0,10.1002/eji.201646420,0,0,2016
60,0,0,0,0,0,10.1002/eji.201646575,0,0,2016
61,0,0,0,0,0,10.1002/ejp.881,0,0,2016
62,0,0,0,0,0,10.1002/elps.201500518,0,0,2016
63,0,0,1,0,0,10.1002/gcc.22359,0,0,2016
64,0,0,0,0,0,10.1002/gcc.22365,0,0,2016
65,0,0,0,0,0,10.1002/gcc.22378,0,0,2016
66,0,0,0,0,0,10.1002/gcc.22396,0,0,2016
67,0,0,1,0,0,10.1002/gcc.22418,0,0,2016
68,2,0,0,0,0,10.1002/gcc.22431,0,0,2016
69,1,0,1,0,0,10.1002/glia.22970,0,0,2016
70,0,0,0,0,0,10.1002/glia.22994,0,0,2016
71,0,0,0,1,0,10.1002/glia.23097,0,0,2016
72,4,0,0,0,0,10.1002/hbm.23093,0,0,2016
73,1,0,0,0,0,10.1002/hbm.23148,0,0,2016
74,0,0,0,0,0,10.1002/hbm.23169,0,0,2016
75,0,0,0,0,0,10.1002/hbm.23200,0,0,2016
76,2,0,0,0,1,10.1002/hbm.23215,0,0,2016
77,0,0,0,2,0,10.1002/hbm.23327,0,0,2016
78,0,0,0,0,0,10.1002/hbm.23366,0,0,2016
79,2,0,0,0,0,10.1002/hbm.23433,0,0,2016
80,2,0,0,0,0,10.1002/hbm.23443,0,0,2016
81,2,0,0,0,0,10.1002/hbm.23469,0,0,2016
82,2,0,0,0,0,10.1002/hipo.22665,0,0,2016
83,0,0,0,0,0,10.1002/humu.22997,0,0,2016
84,0,0,0,0,1,10.1002/humu.23006,0,0,2016
85,2,0,0,0,0,10.1002/hup.2524,0,0,2016
86,1,0,0,0,0,10.1002/ijc.30123,0,0,2016
87,0,0,0,0,0,10.1002/ijc.30212,0,0,2016
88,0,0,0,0,0,10.1002/ijc.30444,0,0,2016
