"doi","is_coi_pred","coi_text","is_funded_pred","funding_text","support_1","support_3","support_4","support_5","support_6","support_7","support_8","support_9","support_10","developed_1","received_1","received_2","recipient_1","authors_1","authors_2","thank_1","thank_2","fund_1","fund_2","fund_3","supported_1","financial_1","financial_2","financial_3","grant_1","french_1","common_1","common_2","common_3","common_4","common_5","acknow_1","disclosure_1","disclosure_2","is_register_pred","register_text","is_relevant","is_method","is_NCT","is_explicit","prospero_1","registered_1","registered_2","registered_3","registered_4","registered_5","not_registered_1","registration_1","registration_2","registration_3","registration_4","registry_1","reg_title_1","reg_title_2","reg_title_3","reg_title_4","funded_ct_1","ct_2","protocol_1","fund","project"
"10.1001/jama.2023.17002",TRUE,"Conflict of Interest Disclosures: Dr Grams Dr Stengel reported receiving grants from GSK reported receiving nonfinancial support from Fresenius Medical Care Boehringer Ingelheim and <section> KDIGO (Kidney Disease: Improving Global Vifor Fresenius. Dr Wheeler reported receiving Outcomes) and the Korean Society of Nephrology personal fees from Astellas AstraZeneca Bayer and receiving personal fees from the Nephrology Boehringer Ingelheim Eledon Galderma GSK Self-Assessment Program. Dr Coresh reported Gilead Janssen Merck Sharp and Dohme receiving personal fees from Healthy.io. ProKidney Tricida Vifor and Zydus. Dr Levey Dr Matsushita reported receiving personal fees reported receiving personal fees from AstraZeneca. <section> from Kowa Kyowa Kirin Akebia and AMGA. No other disclosures were reported.",TRUE,"<section> Conflict of Interest Disclosures: Dr Grams Dr Stengel reported receiving grants from GSK reported receiving nonfinancial support from Fresenius Medical Care Boehringer Ingelheim and <section> Funding/Support: The CKD Prognosis Consortium GlaxoSmithKline) Vifor France Boehringer data coordinating center is funded in part by Ingelheim and AstraZeneca.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1001/jama.2023.9106",TRUE,"Conflict of Interest Disclosures: Dr Limaye reported enrolling patients as a site investigator during the conduct of the study and receiving grants and personal fees from Merck and Moderna; serving as chair on a data and safety monitoring board for NobelPharma; receiving grants from Takeda; receiving fees paid to University of Washington from AiCuris and Vera for consulting activities; and personal fees from AlloVir and GSK outside the submitted work. Dr Budde reported receiving grants from MSD to the institution and personal fees from MSD during the conduct of the study and personal fees from Takeda Chiesi Natera Aicuris Astellas Astra CareDx Carealytics Neovii Paladin Pirche Stada Veloxis Kirche and Vifor outside the submitted work. Dr Humar reported receiving grants from Merck during the conduct of the study and personal fees from Takeda and Merck for serving on an advisory boards and grants from Qiagen for research support outside the submitted work. Dr Vincenti reported receiving grants from Merck during the conduct of the study and being a member of the scientific advisory board. Dr Kuypers reported receiving consulting fees to the institution from Merck during the conduct of the study and fees to the institution from Hansa and Astellas outside the submitted work. Dr Carroll reported receiving grants from Merck during the conduct of the study. Dr Stauffer reported being a current Merck employee. <section> Dr Murata reported being a current employee of Gilead Sciences being a former employee of ViiV Healthcare and Janssen and receiving support for meeting attendance while working at ViiV and Janssen. Drs Strizki Teal Gilbert and Haber reported being employed by Merck during the conduct of the study. No other disclosures were reported.",TRUE,"<section> Conflict of Interest Disclosures: Dr Limaye reported enrolling patients as a site investigator during the conduct of the study and receiving grants and personal fees from Merck and Moderna; serving as chair on a data and safety monitoring board for NobelPharma; receiving grants from Takeda; receiving fees paid to University of Washington from AiCuris and Vera for consulting activities; and personal fees from AlloVir and GSK outside the submitted work. <section> Funding/Support: This study was funded by Merck Sharp & Dohme LLC a subsidiary of Merck & Co.",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1001/jamacardio.2023.1090",TRUE,"Conflict of Interest Disclosures: Dr Butler reports consulting fees from Abbott Adrenomed American Regent Amgen Applied Therapeutics AstraZeneca Bayer Boehringer Ingelheim Cardior CVRx Eli Lilly Foundry G3 Pharma Imbria Impulse Dynamics Innolife Janssen LivaNova Luitpold Medtronic Merck Novartis NovoNordisk Occlutech Pfizer Relypsa Roche Sanofi Sequana Medical V-Wave Ltd and Vifor. No other disclosures were",TRUE,"Dr Filippatos reports lectures and/or committee member contributions in trials sponsored by Medtronic Vifor Servier Novartis Bayer Amgen and Boehringer Ingelheim as well as grants from the European Union outside the submitted work. Dr Anker has received grants from Vifor; has received personal fees from Vifor Bayer Boehringer Ingelheim Brahms Novartis Occlutech Servier Impulse Dynamics Cardiac Dimensions SAB Biotherapeutics Thermo Fisher Scientific and V-Wave and has received grants and personal fees from Abbott Vascular outside the submitted work. <section> Funding/Support: The EMPEROR-Preserved trial was funded by the Boehringer Ingelheim and Eli Lilly and Company Diabetes Alliance.",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1001/jamacardio.2023.1505",TRUE,"Conflict of Interest Disclosures: Dr Agarwal reported receiving personal fees and nonfinancial support from Bayer Healthcare Pharmaceuticals Akebia Therapeutics AstraZeneca Boehringer Ingelheim Eli Lilly Vifor Pharma and Lexicon; data safety monitoring board fees from Chinook and Vertex; being associate editor of the American Journal of Nephrology and Nephrology Dialysis Transplantation; being an author for UpToDate; and receiving research grants from the US Veterans Administration and the National Institutes of Health. No other disclosures were reported. <section> Role of the Funder/Sponsor: The funders had no role in the design of the study; Bayer AG employees included as authors (please refer to disclosures section for details) were either physicians or statisticians and as such participated in the collection management analysis and interpretation of the data as well as the preparation review and approval of the manuscript and decision to submit the manuscript for publication.",TRUE,"<section> Conflict of Interest Disclosures: Dr Agarwal reported receiving personal fees and nonfinancial support from Bayer Healthcare Pharmaceuticals Akebia Therapeutics AstraZeneca Boehringer Ingelheim Eli Lilly Vifor Pharma and Lexicon; data safety monitoring board fees from Chinook and Vertex; being associate editor of the American Journal of Nephrology and Nephrology Dialysis Transplantation; being an author for UpToDate; and receiving research grants from the US Veterans Administration and the National Institutes of Health. <section> Funding/Support: This work was supported by Bayer AG who funded the FIDELIO-DKD and FIGARO-DKD studies and the combined analysis.",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1001/jamacardio.2023.3003",TRUE,"Conflict of Interest Disclosures: Dr Balligand reported receiving grants from the European Commission during the conduct of the study grants from Novartis and Daiichi-Sankyo outside the submitted work and consulting fees from Amgen Novartis and Daiichi-Sankyo outside the submitted work. No other disclosures were reported.",TRUE,"<section> Conflict of Interest Disclosures: Dr Balligand reported receiving grants from the European Commission during the conduct of the study grants from Novartis and Daiichi-Sankyo outside the submitted work and consulting fees from Amgen Novartis and Daiichi-Sankyo outside the submitted work. <section> Funding/Support: This study was funded by 2020;324(15):1512-1521. doi:10.1001/jama.2020.",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1001/jamadermatol.2023.1729",TRUE,"Conflict of Interest Disclosures: Dr Carreira reported grants from Spanish Ministry of Health during the conduct of the study. No other disclosures were reported.",TRUE,"<section> Conflict of Interest Disclosures: Dr Carreira reported grants from Spanish Ministry of Health during the conduct of the study.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1001/jamanetworkopen.2022.55599",TRUE,"Conflict of Interest Disclosures: Dr de Kraker reported receiving grants from Innovative Medicines Initiative Joint Undertaking outside the submitted work. Dr Thiabaud reported receiving grants from the Federal Office of Public Health during the conduct of the study. Dr Schreiber reported receiving grants from the Federal Office of Public Health during the conduct of the study and receiving grants from Pfizer and Gilead to attend PWS; receiving grants from the Medical Faculty of the University of Zürich; receiving personal fees from Pfizer; and serving on the advisory boards of Pfizer and Gilead outside of submitted work. Dr Iten reported receiving support for data collection form the Federal Office of Public Health during the conduct of the study. Dr Harbarth reported receiving grants from the Federal Office of Public Health during the conduct of the study and receiving grants from European Commission outside the submitted work. No other disclosures were reported.",TRUE,"<section> Conflict of Interest Disclosures: Dr de Kraker reported receiving grants from Innovative Medicines Initiative Joint Undertaking outside the submitted work. <section> Funding/Support: The COVID-19 Hospitalbased Surveillance (CH-SUR) system was supported by the Swiss Federal Office of Public Health.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1001/jamanetworkopen.2022.56208",TRUE,"Conflict of Interest Disclosures: Dr Zepp reported receiving grants from Gemeinsamer Bundesausschuss Government Project support during the conduct of the study; personal fees from Member Data Safety Monitoring Board (DSMB) CureVac Development of COVID-19-Vaccine from DSMB IcosaVax from DSMB Coalition for Epidemic Preparedness Innovations (CEPI) and from DSMB-OBSERVER for CEPI/Safety Platform for Emergency Vaccines outside the submitted work; and being a member of the German vaccination program advisory board Ständige Impfkommisson at the Robert Koch Institute in Berlin Germany. Dr Lühmann reported receiving grants from Gemeinsamer Bundesausschuss (Innovationsausschuss) during the conduct of the study. No other disclosures were reported.",TRUE,"<section> Conflict of Interest Disclosures: Dr Zepp reported receiving grants from Gemeinsamer Bundesausschuss Government Project support during the conduct of the study; personal fees from Member Data Safety Monitoring Board (DSMB) CureVac Development of COVID-19-Vaccine from DSMB IcosaVax from DSMB Coalition for Epidemic Preparedness Innovations (CEPI) and from DSMB-OBSERVER for CEPI/Safety Platform for Emergency Vaccines outside the submitted work; and being a member of the German vaccination program advisory board Ständige Impfkommisson at the Robert Koch Institute in Berlin Germany. <section> Funding/Support: The study was funded by the Innovation Fund of the German Joint Federal Committee (G-BA Berlin Germany Grant No.: VSF1_2021-194).",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1001/jamanetworkopen.2023.0090",TRUE,"Conflict of Interest Disclosures: Dr Rühle reported receiving personal fees from Novocure grants from Novocure and personal fees from Merck Healthcare Germany Darmstadt outside the submitted work. Dr Gkika reported receiving personal fees from Novocure IntraOp and AstraZeneca outside the submitted work. Dr Belka reported receiving grants from Helmholtz Zentrum Munich nonfinancial support from LMU Munich and grants from the German Cancer Consortium during the conduct of the study; personal fees from Merck Darmstadt personal fees from Bristol-Myers Squibb and grants from Elekta outside the submitted work. Dr Mayer reported receiving grants from Varian Inc during the conduct of the study and personal fees from Merck Serono GmbH outside the submitted work. Dr Nicolay reported receiving speaker honoraria from Merck Healthcare Germany Darmstadt and a research grant from Novocure. No other disclosures were reported.",TRUE,"<section> Funding/Support: Dr Rühle was supported by the IMM-PACT-Programme for Clinician Scientists Department of Medicine II Medical Center–University of Freiburg and Faculty of Medicine University of Freiburg funded by the Deutsche Forschungsgemeinschaft (DFG German Research Foundation)–413517907.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1001/jamanetworkopen.2023.12810",TRUE,"Conflict of Interest Disclosures: Dr Desrivières reported receiving grants from the Medical Research Council the Medical Research Foundation the European Commission and Innovate UK outside the submitted work. No other disclosures were reported.",TRUE,"<section> Funding/Support: The Indian Consortium on Vulnerability to Externalizing Disorders and Addictions (cVEDA) was supported by grant ICMR/MRC/3/M/2015-NCD-I from the the Indian Council of Medical Research and Newton Grant MR/N000390/1 from the Medical Research Council United Kingdom. This study was also supported by grant 101057429 from the European Union–funded Horizon Europe project EnvironMENTAL; Horizon 2020– funded advanced grant ‘STRATIFY’ 695313 from the European Research Council; grant SGA3 945539 from the Human Brain Project; grant 529 R01DA049238 from the National Institutes of Health; grant 675346 from the German Research Foundation; grant 82202093 from the National Natural Science Foundation of China; and the Chinese National Highend Foreign Expert Recruitment Plan and the Alexander von Humboldt Foundation (Dr Schumann).",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
