article,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements,year
10.1001+jamapsychiatry.2017.3391.txt,FALSE,,FALSE,,,2018
10.1001+jamapsychiatry.2017.3433.txt,FALSE,,FALSE,,,2018
10.1002+1873-3468.13188.txt,TRUE,data availability statement,FALSE,data accessibility research data pertaining to this article is located at figshare,,2018
10.1002+acr.23292.txt,FALSE,,FALSE,,,2018
10.1002+acr.23317.txt,FALSE,,FALSE,,,2018
10.1002+acr.23503.txt,FALSE,,FALSE,,,2018
10.1002+adbi.201800098.txt,FALSE,,FALSE,,,2018
10.1002+adfm.201803951.txt,FALSE,,FALSE,,,2018
10.1002+adma.201705452.txt,FALSE,,FALSE,,,2018
10.1002+ajmg.a.38562.txt,FALSE,,FALSE,,,2018
10.1002+ajmg.b.32593.txt,FALSE,,FALSE,,,2018
10.1002+art.40323.txt,FALSE,,FALSE,,,2018
10.1002+bab.1608.txt,FALSE,,FALSE,,,2018
10.1002+bewi.201801867.txt,FALSE,,FALSE,,,2018
10.1002+biot.201700341.txt,FALSE,,FALSE,,,2018
10.1002+ccd.27252.txt,FALSE,,FALSE,,,2018
10.1002+ccd.27306.txt,FALSE,,FALSE,,,2018
10.1002+ccd.27313.txt,FALSE,,FALSE,,,2018
10.1002+ccd.27412.txt,FALSE,,FALSE,,,2018
10.1002+chem.201704672.txt,FALSE,,FALSE,,,2018
10.1002+cpp.2124.txt,FALSE,,FALSE,,,2018
10.1002+cpt.805.txt,FALSE,,FALSE,,,2018
10.1002+cyto.a.23279.txt,TRUE,"general-purpose repository, supplement",TRUE,the matlab script to read and normalize the feature matrix provided in a .csv file and then train and save an som based upon this data as training set is available for download in github (https://github.com/zcseresn/shapeanalysis.git).  all data sets are saved in a single .csv,the python code is provided both as a standalone file as well as an embedded script of a blender file on github (https:// github.com/zcseresn/shapeanalysis.git) together with two example videos depicting the blender-embedded python script in action in the supplementary information (supporting information videos 2 and 3).;     the java plugin and the source code are available for download in github (https://github.com/zcseresn/shapeanalysis.git).;     in addition a python som calculation package is also available (https://github.com/sevamoo/ sompy).;     the matlab script to read and normalize the feature matrix provided in a .csv file and then train and save an som based upon this data as training set is available for download in github (https://github.com/zcseresn/shapeanalysis.git). the python code is provided both as a standalone file as well as an embedded script of a blender file on github (https:// github.com/zcseresn/shapeanalysis.git) together with two example videos depicting the blender-embedded python script in action in the supplementary information (supporting information videos 2 and 3).,2018
10.1002+cyto.a.23509.txt,FALSE,,FALSE,,,2018
10.1002+cyto.b.21496.txt,FALSE,,FALSE,,,2018
10.1002+cyto.b.21518.txt,FALSE,,FALSE,,,2018
10.1002+ehf2.12227.txt,FALSE,,FALSE,,,2018
10.1002+ejhf.1029.txt,FALSE,,FALSE,,,2018
10.1002+ejhf.1039.txt,FALSE,,FALSE,,,2018
10.1002+ejhf.1059.txt,FALSE,,FALSE,,,2018
10.1002+ejhf.1100.txt,FALSE,,FALSE,,,2018
10.1002+ejhf.1101.txt,FALSE,,FALSE,,,2018
10.1002+ejhf.823.txt,FALSE,,FALSE,,,2018
10.1002+ejhf.937.txt,FALSE,,FALSE,,,2018
10.1002+ejhf.960.txt,FALSE,,FALSE,,,2018
10.1002+ejhf.979.txt,FALSE,,FALSE,,,2018
10.1002+eji.201747100.txt,FALSE,,FALSE,,,2018
10.1002+eji.201747183.txt,FALSE,,FALSE,,,2018
10.1002+eji.201747187.txt,FALSE,,FALSE,,,2018
10.1002+eji.201747191.txt,FALSE,,FALSE,,,2018
10.1002+eji.201747244.txt,FALSE,,FALSE,,,2018
10.1002+eji.201847586.txt,FALSE,,FALSE,,,2018
10.1002+ejp.1145.txt,FALSE,,FALSE,,,2018
10.1002+gcc.22509.txt,FALSE,,FALSE,,,2018
10.1002+glia.23234.txt,FALSE,,FALSE,,,2018
10.1002+hon.2446.txt,FALSE,,FALSE,,,2018
10.1002+humu.23406.txt,FALSE,,FALSE,,,2018
10.1002+ijc.31045.txt,FALSE,,FALSE,,,2018
10.1002+ijc.31062.txt,FALSE,,FALSE,,,2018
10.1002+ijc.31114.txt,FALSE,,FALSE,,,2018
10.1002+ijc.31213.txt,FALSE,,FALSE,,,2018
10.1002+jbio.201600257.txt,FALSE,,FALSE,,,2018
10.1002+jbio.201700169.txt,FALSE,,FALSE,,,2018
10.1002+jbio.201700186.txt,FALSE,,FALSE,,,2018
10.1002+jmri.25702.txt,FALSE,,FALSE,,,2018
10.1002+jmri.25741.txt,FALSE,,FALSE,,,2018
10.1002+lary.26775.txt,FALSE,,FALSE,,,2018
10.1002+mabi.201800257.txt,FALSE,,FALSE,,,2018
