,bar,bardot,box,dot,hist,paper_id,pie,violin,year
0,0,0,0,0,0,10.1001/jamadermatol.2017.3029,0,0,2017
1,0,0,0,0,0,10.1001/jamapediatrics.2017.2914,0,0,2017
2,1,0,1,0,0,10.1001/jamapsychiatry.2017.3016,0,0,2017
3,0,0,0,0,0,10.1002/14651858.CD003225.pub3,0,0,2017
4,0,0,0,0,0,10.1002/14651858.CD010797.pub2,0,0,2017
5,0,0,0,0,0,10.1002/14651858.CD012603,0,0,2017
6,0,0,0,0,0,10.1002/14651858.CD012614,0,0,2017
7,0,0,0,0,0,10.1002/14651858.CD012669,0,0,2017
8,0,0,0,0,1,10.1002/1873-3468.12740,0,0,2017
9,3,0,0,0,0,10.1002/1873-3468.12855,0,0,2017
10,1,1,0,0,0,10.1002/1878-0261.12115,0,0,2017
11,0,1,0,0,0,10.1002/2211-5463.12261,0,0,2017
12,0,0,0,0,0,10.1002/acp.3319,0,0,2017
13,0,0,0,0,0,10.1002/acr.23092,0,0,2017
14,0,0,0,0,0,10.1002/acr.23185,0,0,2017
15,0,0,0,0,0,10.1002/acr.23276,0,0,2017
16,0,0,0,0,0,10.1002/acr.23452,0,0,2017
17,2,1,0,0,0,10.1002/adhm.201700052,0,0,2017
18,0,0,0,0,0,10.1002/adma.201701171,0,0,2017
19,0,0,0,0,0,10.1002/ajh.24820,0,0,2017
20,0,0,0,0,0,10.1002/ajmg.a.38142,0,0,2017
21,0,0,0,0,0,10.1002/ajmg.a.38145,0,0,2017
22,0,0,0,0,0,10.1002/ajmg.a.38164,0,0,2017
23,0,0,0,0,0,10.1002/ajmg.a.38209,0,0,2017
24,0,0,0,0,0,10.1002/ajmg.a.38345,0,0,2017
25,0,0,0,0,0,10.1002/ajmg.a.38562,0,0,2017
26,0,0,0,0,0,10.1002/ajmg.b.32593,0,0,2017
27,0,0,0,0,0,10.1002/ajmg.b.32602,0,0,2017
28,0,0,0,0,0,10.1002/ana.24902,0,0,2017
29,0,0,0,0,0,10.1002/ana.24906,0,0,2017
30,0,0,0,0,0,10.1002/ana.24974,0,0,2017
31,0,0,0,0,0,10.1002/ana.25095,0,0,2017
32,2,0,0,0,0,10.1002/anie.201702005,0,0,2017
33,0,0,0,0,0,10.1002/anie.201702468,0,0,2017
34,0,0,0,0,0,10.1002/ar.23644,0,0,2017
35,1,0,0,0,0,10.1002/art.40179,0,0,2017
36,1,0,0,0,0,10.1002/art.40196,0,0,2017
37,0,0,0,1,0,10.1002/art.40208,0,0,2017
38,0,0,0,0,0,10.1002/art.40319,0,0,2017
39,0,0,1,0,0,10.1002/bab.1608,0,0,2017
40,0,0,0,0,0,10.1002/bdr2.1042,0,0,2017
41,0,0,0,0,0,10.1002/bies.201600240,0,0,2017
42,0,0,0,0,0,10.1002/biot.201700341,0,0,2017
43,0,0,0,0,0,10.1002/bip.23079,0,0,2017
44,2,0,0,0,0,10.1002/bit.26346,0,0,2017
45,0,0,0,0,0,10.1002/bjs.10475,0,0,2017
46,0,0,0,0,0,10.1002/bsl.2283,0,0,2017
47,0,0,0,0,0,10.1002/cam4.1122,0,0,2017
48,0,0,0,0,0,10.1002/cam4.1155,0,0,2017
49,0,0,0,1,0,10.1002/cam4.1161,0,0,2017
50,3,0,0,0,0,10.1002/cbic.201700001,0,0,2017
51,1,0,0,0,0,10.1002/cbic.201700066,0,0,2017
52,3,0,0,0,0,10.1002/cbic.201700152,0,0,2017
53,0,0,0,0,0,10.1002/cbic.201700220,0,0,2017
54,2,0,0,0,0,10.1002/cbic.201700271,0,0,2017
55,0,0,0,0,0,10.1002/cbic.201700277,0,0,2017
56,0,0,0,0,0,10.1002/ccd.26920,0,0,2017
57,0,0,0,0,0,10.1002/ccd.26991,0,0,2017
58,0,0,0,0,0,10.1002/ccd.27252,0,0,2017
59,0,0,0,0,0,10.1002/ccd.27306,0,0,2017
60,1,0,0,0,0,10.1002/ccd.27313,0,0,2017
61,0,0,0,0,0,10.1002/ccd.27412,0,0,2017
62,0,0,0,0,0,10.1002/ccr3.905,0,0,2017
63,0,0,0,0,0,10.1002/chem.201605236,0,0,2017
64,2,0,0,0,0,10.1002/chem.201605847,0,0,2017
65,0,0,0,0,0,10.1002/chem.201704672,0,0,2017
66,0,0,0,0,0,10.1002/clc.22650,0,0,2017
67,0,0,0,0,0,10.1002/clc.22710,0,0,2017
68,0,0,0,0,0,10.1002/clc.22782,0,0,2017
69,0,0,0,0,0,10.1002/cne.24200,0,0,2017
70,0,0,0,0,0,10.1002/cpcy.20,0,0,2017
71,0,0,0,0,0,10.1002/cpmb.35,0,0,2017
72,0,0,0,0,0,10.1002/cpp.2081,0,0,2017
73,0,0,0,0,0,10.1002/cpp.2124,0,0,2017
74,0,0,0,0,0,10.1002/cpt.805,0,0,2017
75,0,0,0,0,0,10.1002/cyto.a.23168,0,0,2017
76,0,0,0,0,0,10.1002/cyto.a.23279,0,0,2017
77,0,0,0,0,1,10.1002/cyto.b.21484,0,0,2017
78,0,0,0,0,0,10.1002/cyto.b.21518,0,0,2017
79,0,0,0,0,0,10.1002/da.22659,0,0,2017
80,0,0,0,0,0,10.1002/dmrr.2884,0,0,2017
81,0,0,0,0,0,10.1002/ece3.3597,0,0,2017
82,0,0,0,0,0,10.1002/ehf2.12144,0,0,2017
83,0,0,0,0,0,10.1002/ehf2.12162,2,0,2017
84,0,0,0,0,0,10.1002/ehf2.12179,0,0,2017
85,0,0,1,0,0,10.1002/ehf2.12184,0,0,2017
86,0,0,0,0,0,10.1002/ehf2.12189,0,0,2017
87,1,0,0,0,0,10.1002/ehf2.12209,0,0,2017
88,1,0,0,0,0,10.1002/ehf2.12227,0,0,2017
89,0,0,0,0,0,10.1002/ejhf.1029,0,0,2017
90,0,0,0,0,0,10.1002/ejhf.1039,0,0,2017
91,0,0,0,0,0,10.1002/ejhf.1059,0,0,2017
92,0,0,0,0,0,10.1002/ejhf.1100,0,0,2017
93,0,0,0,0,0,10.1002/ejhf.1101,0,0,2017
94,0,0,0,0,0,10.1002/ejhf.683,0,0,2017
95,1,0,0,0,0,10.1002/ejhf.780,0,0,2017
96,0,0,0,0,0,10.1002/ejhf.809,0,0,2017
97,0,0,0,0,0,10.1002/ejhf.823,0,0,2017
98,0,0,0,0,1,10.1002/ejhf.862,0,0,2017
99,0,0,0,0,0,10.1002/ejhf.872,0,0,2017
100,0,0,0,0,0,10.1002/ejhf.876,0,0,2017
101,0,0,0,0,0,10.1002/ejhf.933,0,0,2017
102,0,0,0,0,0,10.1002/ejhf.937,0,0,2017
103,0,0,1,0,0,10.1002/ejhf.960,0,0,2017
104,0,0,0,0,0,10.1002/ejhf.979,0,0,2017
105,0,0,0,3,0,10.1002/eji.201747063,0,0,2017
106,0,0,0,1,0,10.1002/eji.201747100,0,0,2017
107,0,0,0,4,0,10.1002/eji.201747187,0,0,2017
108,1,0,0,1,0,10.1002/eji.201747191,0,0,2017
109,0,0,0,0,0,10.1002/eji.201747244,0,0,2017
110,0,0,0,0,0,10.1002/ejp.1008,0,0,2017
111,0,0,0,0,0,10.1002/ejp.1145,0,0,2017
112,0,0,0,0,1,10.1002/gcc.22468,0,0,2017
113,0,0,0,0,0,10.1002/gcc.22480,0,0,2017
114,0,0,0,0,0,10.1002/gcc.22509,0,0,2017
115,0,0,0,0,0,10.1002/gepi.22107,0,0,2017
116,0,0,0,0,0,10.1002/glia.23128,0,0,2017
117,6,0,0,0,0,10.1002/glia.23233,0,0,2017
118,0,0,0,0,0,10.1002/glia.23234,0,0,2017
119,1,0,2,0,0,10.1002/hbm.23480,0,0,2017
120,1,0,0,0,0,10.1002/hbm.23506,0,0,2017
121,0,0,0,0,0,10.1002/hbm.23563,0,0,2017
122,0,0,0,0,0,10.1002/hbm.23594,0,1,2017
123,1,0,0,0,0,10.1002/hbm.23607,0,0,2017
124,0,0,2,0,0,10.1002/hbm.23615,0,0,2017
125,0,0,0,2,0,10.1002/hbm.23722,0,0,2017
126,5,0,0,0,0,10.1002/hep.29089,0,0,2017
127,1,0,0,0,0,10.1002/hipo.22687,0,0,2017
128,6,0,0,0,0,10.1002/hipo.22723,0,0,2017
129,1,0,0,0,0,10.1002/hipo.22766,0,0,2017
130,0,0,0,0,0,10.1002/hon.2446,0,0,2017
131,3,0,0,0,0,10.1002/humu.23268,0,0,2017
132,0,0,0,1,0,10.1002/ijc.30723,0,0,2017
133,0,0,0,0,0,10.1002/ijc.30761,0,0,2017
134,0,0,0,0,0,10.1002/ijc.30770,0,0,2017
135,0,0,1,0,0,10.1002/ijc.30808,0,0,2017
136,0,0,0,1,0,10.1002/ijc.31009,0,0,2017
137,2,0,0,0,0,10.1002/ijc.31045,0,0,2017
138,0,0,0,0,0,10.1002/ijc.31062,0,0,2017
139,0,0,0,0,0,10.1002/ijc.31213,1,0,2017
140,0,0,0,0,0,10.1002/ijgo.12078,0,0,2017
141,0,0,0,0,0,10.1002/jbio.201600066,0,0,2017
142,0,0,1,0,0,10.1002/jbio.201600257,0,0,2017
143,0,0,1,0,0,10.1002/jbio.201700186,0,0,2017
144,0,0,0,0,0,10.1002/jbm.a.36131,0,0,2017
145,2,0,0,0,0,10.1002/jbm.a.36170,0,0,2017
146,4,0,0,0,0,10.1002/jbmr.3062,0,0,2017
147,4,0,0,0,0,10.1002/jbmr.3195,0,0,2017
148,0,0,0,1,0,10.1002/jca.21546,0,0,2017
149,6,0,0,0,0,10.1002/jcb.25789,0,0,2017
150,0,0,0,0,0,10.1002/jmri.25366,0,0,2017
151,0,0,0,0,0,10.1002/jmri.25614,0,0,2017
152,0,0,0,1,0,10.1002/jmri.25642,0,0,2017
153,2,0,0,0,0,10.1002/jmri.25741,0,0,2017
154,0,0,0,0,0,10.1002/jor.23540,0,0,2017
155,0,0,0,0,0,10.1002/lary.26775,0,0,2017
156,0,0,0,0,0,10.1002/mabi.201600499,0,0,2017
157,0,0,0,0,0,10.1002/mabi.201600505,0,0,2017
158,5,0,0,0,0,10.1002/mc.22653,0,0,2017
159,0,0,0,0,0,10.1002/mdc3.12522,0,0,2017
160,0,0,0,0,0,10.1002/mds.27068,0,0,2017
